timestamp,Clear Invoice,Create Purchase Order Item,Record Goods Receipt,Record Invoice Receipt,Vendor creates invoice,total_events
2018-01-02 22:00:00+00:00,0,0,0,0,0,0
2018-01-02 22:30:00+00:00,0,0,0,0,5,5
2018-01-02 23:00:00+00:00,0,0,0,0,0,0
2018-01-02 23:30:00+00:00,0,0,0,0,0,0
2018-01-03 00:00:00+00:00,0,0,0,0,0,0
2018-01-03 00:30:00+00:00,0,0,0,0,0,0
2018-01-03 01:00:00+00:00,0,0,0,0,0,0
2018-01-03 01:30:00+00:00,0,0,0,0,0,0
2018-01-03 02:00:00+00:00,0,0,0,0,0,0
2018-01-03 02:30:00+00:00,0,0,0,0,0,0
2018-01-03 03:00:00+00:00,0,8,0,0,0,8
2018-01-03 03:30:00+00:00,0,0,0,0,0,0
2018-01-03 04:00:00+00:00,0,0,0,0,0,0
2018-01-03 04:30:00+00:00,0,0,0,0,0,0
2018-01-03 05:00:00+00:00,0,0,0,0,0,0
2018-01-03 05:30:00+00:00,0,0,0,0,0,0
2018-01-03 06:00:00+00:00,0,0,0,0,0,0
2018-01-03 06:30:00+00:00,0,3,1,0,0,4
2018-01-03 07:00:00+00:00,0,48,1,0,0,49
2018-01-03 07:30:00+00:00,0,16,0,0,0,16
2018-01-03 08:00:00+00:00,0,6,0,0,0,6
2018-01-03 08:30:00+00:00,0,13,0,0,0,13
2018-01-03 09:00:00+00:00,0,16,0,0,0,16
2018-01-03 09:30:00+00:00,0,33,0,0,0,33
2018-01-03 10:00:00+00:00,0,27,0,0,0,27
2018-01-03 10:30:00+00:00,0,32,0,0,0,32
2018-01-03 11:00:00+00:00,0,12,0,0,0,12
2018-01-03 11:30:00+00:00,0,0,0,0,0,0
2018-01-03 12:00:00+00:00,0,0,0,0,0,0
2018-01-03 12:30:00+00:00,0,20,0,0,0,20
2018-01-03 13:00:00+00:00,0,11,0,0,0,11
2018-01-03 13:30:00+00:00,0,3,0,0,0,3
2018-01-03 14:00:00+00:00,0,16,0,0,0,16
2018-01-03 14:30:00+00:00,0,1,0,0,0,1
2018-01-03 15:00:00+00:00,0,7,0,0,0,7
2018-01-03 15:30:00+00:00,0,5,0,0,0,5
2018-01-03 16:00:00+00:00,0,10,0,0,0,10
2018-01-03 16:30:00+00:00,0,20,6,0,0,26
2018-01-03 17:00:00+00:00,0,0,0,0,0,0
2018-01-03 17:30:00+00:00,0,0,0,0,0,0
2018-01-03 18:00:00+00:00,0,0,0,0,0,0
2018-01-03 18:30:00+00:00,0,0,0,0,0,0
2018-01-03 19:00:00+00:00,0,2,0,0,0,2
2018-01-03 19:30:00+00:00,0,0,0,0,0,0
2018-01-03 20:00:00+00:00,0,0,0,0,0,0
2018-01-03 20:30:00+00:00,0,0,0,0,0,0
2018-01-03 21:00:00+00:00,0,0,0,0,0,0
2018-01-03 21:30:00+00:00,0,0,0,0,0,0
2018-01-03 22:00:00+00:00,0,0,0,0,0,0
2018-01-03 22:30:00+00:00,0,0,0,0,31,31
2018-01-03 23:00:00+00:00,0,0,0,0,0,0
2018-01-03 23:30:00+00:00,0,0,0,0,0,0
2018-01-04 00:00:00+00:00,0,0,0,0,0,0
2018-01-04 00:30:00+00:00,0,0,0,0,0,0
2018-01-04 01:00:00+00:00,0,0,0,0,0,0
2018-01-04 01:30:00+00:00,0,0,0,0,0,0
2018-01-04 02:00:00+00:00,0,0,0,0,0,0
2018-01-04 02:30:00+00:00,0,0,0,0,0,0
2018-01-04 03:00:00+00:00,0,0,0,0,0,0
2018-01-04 03:30:00+00:00,0,11,0,0,0,11
2018-01-04 04:00:00+00:00,0,0,0,0,0,0
2018-01-04 04:30:00+00:00,0,0,0,0,0,0
2018-01-04 05:00:00+00:00,0,0,0,0,0,0
2018-01-04 05:30:00+00:00,0,7,1,0,0,8
2018-01-04 06:00:00+00:00,0,0,0,0,0,0
2018-01-04 06:30:00+00:00,0,2,0,0,0,2
2018-01-04 07:00:00+00:00,0,27,0,0,0,27
2018-01-04 07:30:00+00:00,0,85,0,0,0,85
2018-01-04 08:00:00+00:00,0,15,0,0,0,15
2018-01-04 08:30:00+00:00,0,11,0,0,0,11
2018-01-04 09:00:00+00:00,0,10,0,0,0,10
2018-01-04 09:30:00+00:00,0,21,0,0,0,21
2018-01-04 10:00:00+00:00,0,2,0,3,0,5
2018-01-04 10:30:00+00:00,0,34,0,0,0,34
2018-01-04 11:00:00+00:00,0,6,1,0,0,7
2018-01-04 11:30:00+00:00,0,14,0,0,0,14
2018-01-04 12:00:00+00:00,0,16,0,0,0,16
2018-01-04 12:30:00+00:00,0,21,0,3,0,24
2018-01-04 13:00:00+00:00,0,12,0,0,0,12
2018-01-04 13:30:00+00:00,0,62,0,0,0,62
2018-01-04 14:00:00+00:00,0,9,7,0,0,16
2018-01-04 14:30:00+00:00,0,29,0,0,0,29
2018-01-04 15:00:00+00:00,0,27,0,0,0,27
2018-01-04 15:30:00+00:00,0,6,13,0,0,19
2018-01-04 16:00:00+00:00,0,10,0,0,0,10
2018-01-04 16:30:00+00:00,0,12,12,0,0,24
2018-01-04 17:00:00+00:00,0,0,0,0,0,0
2018-01-04 17:30:00+00:00,0,6,0,0,0,6
2018-01-04 18:00:00+00:00,0,0,0,0,0,0
2018-01-04 18:30:00+00:00,0,0,0,0,0,0
2018-01-04 19:00:00+00:00,0,0,0,0,0,0
2018-01-04 19:30:00+00:00,0,0,0,0,0,0
2018-01-04 20:00:00+00:00,0,0,0,0,0,0
2018-01-04 20:30:00+00:00,0,0,0,0,0,0
2018-01-04 21:00:00+00:00,0,0,0,0,0,0
2018-01-04 21:30:00+00:00,0,0,0,0,0,0
2018-01-04 22:00:00+00:00,0,0,0,0,0,0
2018-01-04 22:30:00+00:00,0,0,0,0,86,86
2018-01-04 23:00:00+00:00,0,0,0,0,0,0
2018-01-04 23:30:00+00:00,0,0,0,0,0,0
2018-01-05 00:00:00+00:00,0,0,0,0,0,0
2018-01-05 00:30:00+00:00,0,0,0,0,0,0
2018-01-05 01:00:00+00:00,0,0,0,0,0,0
2018-01-05 01:30:00+00:00,0,0,0,0,0,0
2018-01-05 02:00:00+00:00,0,0,0,0,0,0
2018-01-05 02:30:00+00:00,0,0,0,0,0,0
2018-01-05 03:00:00+00:00,0,6,0,0,0,6
2018-01-05 03:30:00+00:00,0,0,0,0,0,0
2018-01-05 04:00:00+00:00,0,0,0,0,0,0
2018-01-05 04:30:00+00:00,0,0,0,0,0,0
2018-01-05 05:00:00+00:00,0,0,0,0,0,0
2018-01-05 05:30:00+00:00,0,0,0,0,0,0
2018-01-05 06:00:00+00:00,0,27,0,0,0,27
2018-01-05 06:30:00+00:00,0,11,0,0,0,11
2018-01-05 07:00:00+00:00,0,0,0,0,0,0
2018-01-05 07:30:00+00:00,0,30,0,0,0,30
2018-01-05 08:00:00+00:00,0,11,2,0,0,13
2018-01-05 08:30:00+00:00,0,33,0,0,0,33
2018-01-05 09:00:00+00:00,0,21,0,0,0,21
2018-01-05 09:30:00+00:00,0,11,1,0,0,12
2018-01-05 10:00:00+00:00,0,19,13,0,0,32
2018-01-05 10:30:00+00:00,0,2,0,1,0,3
2018-01-05 11:00:00+00:00,0,4,2,0,0,6
2018-01-05 11:30:00+00:00,0,14,1,0,0,15
2018-01-05 12:00:00+00:00,0,32,3,0,0,35
2018-01-05 12:30:00+00:00,0,12,0,0,0,12
2018-01-05 13:00:00+00:00,0,0,1,3,0,4
2018-01-05 13:30:00+00:00,0,10,0,0,0,10
2018-01-05 14:00:00+00:00,0,26,0,0,0,26
2018-01-05 14:30:00+00:00,0,4,0,0,0,4
2018-01-05 15:00:00+00:00,0,48,0,0,0,48
2018-01-05 15:30:00+00:00,0,35,0,11,0,46
2018-01-05 16:00:00+00:00,0,0,0,0,0,0
2018-01-05 16:30:00+00:00,0,2,0,0,0,2
2018-01-05 17:00:00+00:00,0,0,0,0,0,0
2018-01-05 17:30:00+00:00,0,0,0,0,0,0
2018-01-05 18:00:00+00:00,0,0,0,0,0,0
2018-01-05 18:30:00+00:00,0,0,0,0,0,0
2018-01-05 19:00:00+00:00,0,0,1,0,0,1
2018-01-05 19:30:00+00:00,0,0,0,0,0,0
2018-01-05 20:00:00+00:00,0,0,0,0,0,0
2018-01-05 20:30:00+00:00,0,0,0,0,0,0
2018-01-05 21:00:00+00:00,0,0,0,0,0,0
2018-01-05 21:30:00+00:00,0,0,0,0,0,0
2018-01-05 22:00:00+00:00,0,0,0,0,0,0
2018-01-05 22:30:00+00:00,0,0,0,0,51,51
2018-01-05 23:00:00+00:00,0,0,0,0,0,0
2018-01-05 23:30:00+00:00,0,0,0,0,0,0
2018-01-06 00:00:00+00:00,0,0,0,0,0,0
2018-01-06 00:30:00+00:00,0,0,0,0,0,0
2018-01-06 01:00:00+00:00,0,0,0,0,0,0
2018-01-06 01:30:00+00:00,0,0,0,0,0,0
2018-01-06 02:00:00+00:00,0,0,0,0,0,0
2018-01-06 02:30:00+00:00,0,0,0,0,0,0
2018-01-06 03:00:00+00:00,0,0,0,0,0,0
2018-01-06 03:30:00+00:00,0,0,0,0,0,0
2018-01-06 04:00:00+00:00,0,0,0,0,0,0
2018-01-06 04:30:00+00:00,0,0,0,0,0,0
2018-01-06 05:00:00+00:00,0,0,0,0,0,0
2018-01-06 05:30:00+00:00,0,0,0,0,0,0
2018-01-06 06:00:00+00:00,0,0,0,0,0,0
2018-01-06 06:30:00+00:00,0,0,0,0,0,0
2018-01-06 07:00:00+00:00,0,0,0,0,0,0
2018-01-06 07:30:00+00:00,0,0,0,0,0,0
2018-01-06 08:00:00+00:00,0,0,0,0,0,0
2018-01-06 08:30:00+00:00,0,0,0,0,0,0
2018-01-06 09:00:00+00:00,0,0,0,0,0,0
2018-01-06 09:30:00+00:00,0,0,0,0,0,0
2018-01-06 10:00:00+00:00,0,0,0,0,0,0
2018-01-06 10:30:00+00:00,0,0,0,0,0,0
2018-01-06 11:00:00+00:00,0,0,0,0,0,0
2018-01-06 11:30:00+00:00,0,0,0,0,0,0
2018-01-06 12:00:00+00:00,0,0,0,0,0,0
2018-01-06 12:30:00+00:00,0,0,0,0,0,0
2018-01-06 13:00:00+00:00,0,0,0,0,0,0
2018-01-06 13:30:00+00:00,0,0,0,0,0,0
2018-01-06 14:00:00+00:00,0,0,0,0,0,0
2018-01-06 14:30:00+00:00,0,0,0,0,0,0
2018-01-06 15:00:00+00:00,0,0,0,0,0,0
2018-01-06 15:30:00+00:00,0,0,0,0,0,0
2018-01-06 16:00:00+00:00,0,0,0,0,0,0
2018-01-06 16:30:00+00:00,0,0,0,0,0,0
2018-01-06 17:00:00+00:00,0,0,0,0,0,0
2018-01-06 17:30:00+00:00,0,0,0,0,0,0
2018-01-06 18:00:00+00:00,0,0,0,0,0,0
2018-01-06 18:30:00+00:00,0,0,0,0,0,0
2018-01-06 19:00:00+00:00,0,0,0,0,0,0
2018-01-06 19:30:00+00:00,0,0,0,0,0,0
2018-01-06 20:00:00+00:00,0,0,0,0,0,0
2018-01-06 20:30:00+00:00,0,0,0,0,0,0
2018-01-06 21:00:00+00:00,0,0,0,0,0,0
2018-01-06 21:30:00+00:00,0,0,0,0,0,0
2018-01-06 22:00:00+00:00,0,0,0,0,0,0
2018-01-06 22:30:00+00:00,0,0,0,0,0,0
2018-01-06 23:00:00+00:00,0,0,0,0,0,0
2018-01-06 23:30:00+00:00,0,0,0,0,0,0
2018-01-07 00:00:00+00:00,0,0,0,0,0,0
2018-01-07 00:30:00+00:00,0,0,0,0,0,0
2018-01-07 01:00:00+00:00,0,0,0,0,0,0
2018-01-07 01:30:00+00:00,0,0,0,0,0,0
2018-01-07 02:00:00+00:00,0,0,0,0,0,0
2018-01-07 02:30:00+00:00,0,0,0,0,0,0
2018-01-07 03:00:00+00:00,0,0,0,0,0,0
2018-01-07 03:30:00+00:00,0,0,0,0,0,0
2018-01-07 04:00:00+00:00,0,0,0,0,0,0
2018-01-07 04:30:00+00:00,0,0,0,0,0,0
2018-01-07 05:00:00+00:00,0,0,0,0,0,0
2018-01-07 05:30:00+00:00,0,0,0,0,0,0
2018-01-07 06:00:00+00:00,0,0,0,0,0,0
2018-01-07 06:30:00+00:00,0,0,0,0,0,0
2018-01-07 07:00:00+00:00,0,0,0,0,0,0
2018-01-07 07:30:00+00:00,0,0,0,0,0,0
2018-01-07 08:00:00+00:00,0,0,0,0,0,0
2018-01-07 08:30:00+00:00,0,0,0,0,0,0
2018-01-07 09:00:00+00:00,0,0,0,0,0,0
2018-01-07 09:30:00+00:00,0,0,0,0,0,0
2018-01-07 10:00:00+00:00,0,0,0,0,0,0
2018-01-07 10:30:00+00:00,0,0,0,0,0,0
2018-01-07 11:00:00+00:00,0,0,0,0,0,0
2018-01-07 11:30:00+00:00,0,0,0,0,0,0
2018-01-07 12:00:00+00:00,0,0,0,0,0,0
2018-01-07 12:30:00+00:00,0,0,0,0,0,0
2018-01-07 13:00:00+00:00,0,0,0,0,0,0
2018-01-07 13:30:00+00:00,0,0,0,0,0,0
2018-01-07 14:00:00+00:00,0,0,0,0,0,0
2018-01-07 14:30:00+00:00,0,0,0,0,0,0
2018-01-07 15:00:00+00:00,0,0,0,0,0,0
2018-01-07 15:30:00+00:00,0,0,0,0,0,0
2018-01-07 16:00:00+00:00,0,0,0,0,0,0
2018-01-07 16:30:00+00:00,0,0,0,0,0,0
2018-01-07 17:00:00+00:00,0,0,0,0,0,0
2018-01-07 17:30:00+00:00,0,0,0,0,0,0
2018-01-07 18:00:00+00:00,0,0,0,0,0,0
2018-01-07 18:30:00+00:00,0,0,0,0,0,0
2018-01-07 19:00:00+00:00,0,0,0,0,0,0
2018-01-07 19:30:00+00:00,0,0,0,0,0,0
2018-01-07 20:00:00+00:00,0,0,0,0,0,0
2018-01-07 20:30:00+00:00,0,0,0,0,0,0
2018-01-07 21:00:00+00:00,0,0,0,0,0,0
2018-01-07 21:30:00+00:00,0,0,0,0,0,0
2018-01-07 22:00:00+00:00,0,0,0,0,0,0
2018-01-07 22:30:00+00:00,0,0,0,0,0,0
2018-01-07 23:00:00+00:00,0,0,0,0,0,0
2018-01-07 23:30:00+00:00,0,0,0,0,0,0
2018-01-08 00:00:00+00:00,0,0,0,0,0,0
2018-01-08 00:30:00+00:00,0,0,0,0,0,0
2018-01-08 01:00:00+00:00,0,0,0,0,0,0
2018-01-08 01:30:00+00:00,0,0,0,0,0,0
2018-01-08 02:00:00+00:00,0,0,0,0,0,0
2018-01-08 02:30:00+00:00,0,0,0,0,0,0
2018-01-08 03:00:00+00:00,0,0,0,0,0,0
2018-01-08 03:30:00+00:00,0,1,0,0,0,1
2018-01-08 04:00:00+00:00,0,0,0,0,0,0
2018-01-08 04:30:00+00:00,0,0,0,0,0,0
2018-01-08 05:00:00+00:00,0,0,0,0,0,0
2018-01-08 05:30:00+00:00,0,0,0,0,0,0
2018-01-08 06:00:00+00:00,0,19,0,0,0,19
2018-01-08 06:30:00+00:00,0,3,0,0,0,3
2018-01-08 07:00:00+00:00,0,45,21,0,0,66
2018-01-08 07:30:00+00:00,0,3,0,0,0,3
2018-01-08 08:00:00+00:00,0,19,5,0,0,24
2018-01-08 08:30:00+00:00,0,28,6,0,0,34
2018-01-08 09:00:00+00:00,0,1,3,0,0,4
2018-01-08 09:30:00+00:00,0,43,9,0,0,52
2018-01-08 10:00:00+00:00,0,4,30,12,0,46
2018-01-08 10:30:00+00:00,0,7,0,0,0,7
2018-01-08 11:00:00+00:00,0,8,4,6,0,18
2018-01-08 11:30:00+00:00,0,25,3,0,0,28
2018-01-08 12:00:00+00:00,0,21,1,0,0,22
2018-01-08 12:30:00+00:00,0,81,5,1,0,87
2018-01-08 13:00:00+00:00,0,6,1,0,0,7
2018-01-08 13:30:00+00:00,0,5,0,4,0,9
2018-01-08 14:00:00+00:00,0,4,0,6,0,10
2018-01-08 14:30:00+00:00,0,5,0,0,0,5
2018-01-08 15:00:00+00:00,0,0,0,31,0,31
2018-01-08 15:30:00+00:00,0,4,0,0,0,4
2018-01-08 16:00:00+00:00,0,7,0,0,0,7
2018-01-08 16:30:00+00:00,0,2,51,8,0,61
2018-01-08 17:00:00+00:00,0,23,0,0,0,23
2018-01-08 17:30:00+00:00,0,0,0,0,0,0
2018-01-08 18:00:00+00:00,0,0,0,0,0,0
2018-01-08 18:30:00+00:00,0,0,0,0,0,0
2018-01-08 19:00:00+00:00,0,0,0,0,0,0
2018-01-08 19:30:00+00:00,0,0,1,0,0,1
2018-01-08 20:00:00+00:00,0,0,0,0,0,0
2018-01-08 20:30:00+00:00,0,0,0,0,0,0
2018-01-08 21:00:00+00:00,0,0,0,0,0,0
2018-01-08 21:30:00+00:00,0,0,0,0,0,0
2018-01-08 22:00:00+00:00,0,0,0,0,0,0
2018-01-08 22:30:00+00:00,0,0,0,0,147,147
2018-01-08 23:00:00+00:00,0,0,0,0,0,0
2018-01-08 23:30:00+00:00,0,0,0,0,0,0
2018-01-09 00:00:00+00:00,0,0,0,0,0,0
2018-01-09 00:30:00+00:00,0,0,0,0,0,0
2018-01-09 01:00:00+00:00,0,0,0,0,0,0
2018-01-09 01:30:00+00:00,0,0,0,0,0,0
2018-01-09 02:00:00+00:00,0,0,0,0,0,0
2018-01-09 02:30:00+00:00,0,0,0,0,0,0
2018-01-09 03:00:00+00:00,0,0,0,0,0,0
2018-01-09 03:30:00+00:00,0,0,0,0,0,0
2018-01-09 04:00:00+00:00,0,0,0,0,0,0
2018-01-09 04:30:00+00:00,0,2,0,0,0,2
2018-01-09 05:00:00+00:00,0,0,0,0,0,0
2018-01-09 05:30:00+00:00,0,0,0,0,0,0
2018-01-09 06:00:00+00:00,0,11,25,0,0,36
2018-01-09 06:30:00+00:00,0,85,0,0,0,85
2018-01-09 07:00:00+00:00,0,13,0,0,0,13
2018-01-09 07:30:00+00:00,0,39,4,0,0,43
2018-01-09 08:00:00+00:00,0,4,0,0,0,4
2018-01-09 08:30:00+00:00,0,6,2,0,0,8
2018-01-09 09:00:00+00:00,0,29,1,0,0,30
2018-01-09 09:30:00+00:00,0,18,4,0,0,22
2018-01-09 10:00:00+00:00,0,23,1,0,0,24
2018-01-09 10:30:00+00:00,0,0,2,3,0,5
2018-01-09 11:00:00+00:00,0,6,0,0,0,6
2018-01-09 11:30:00+00:00,0,25,0,0,0,25
2018-01-09 12:00:00+00:00,0,32,0,1,0,33
2018-01-09 12:30:00+00:00,0,52,0,2,0,54
2018-01-09 13:00:00+00:00,0,83,2,2,0,87
2018-01-09 13:30:00+00:00,0,16,1,1,0,18
2018-01-09 14:00:00+00:00,0,12,0,0,0,12
2018-01-09 14:30:00+00:00,0,40,2,4,0,46
2018-01-09 15:00:00+00:00,0,5,0,11,0,16
2018-01-09 15:30:00+00:00,0,104,4,9,0,117
2018-01-09 16:00:00+00:00,0,5,0,0,0,5
2018-01-09 16:30:00+00:00,0,3,22,0,0,25
2018-01-09 17:00:00+00:00,0,0,0,0,0,0
2018-01-09 17:30:00+00:00,0,0,0,0,0,0
2018-01-09 18:00:00+00:00,0,1,0,0,0,1
2018-01-09 18:30:00+00:00,0,0,0,0,0,0
2018-01-09 19:00:00+00:00,0,0,3,0,0,3
2018-01-09 19:30:00+00:00,0,0,0,0,0,0
2018-01-09 20:00:00+00:00,0,0,0,0,0,0
2018-01-09 20:30:00+00:00,0,0,0,0,0,0
2018-01-09 21:00:00+00:00,0,0,0,0,0,0
2018-01-09 21:30:00+00:00,0,12,1,0,0,13
2018-01-09 22:00:00+00:00,0,0,0,0,0,0
2018-01-09 22:30:00+00:00,0,0,4,0,139,143
2018-01-09 23:00:00+00:00,0,0,0,0,0,0
2018-01-09 23:30:00+00:00,0,0,0,0,0,0
2018-01-10 00:00:00+00:00,0,0,0,0,0,0
2018-01-10 00:30:00+00:00,0,0,0,0,0,0
2018-01-10 01:00:00+00:00,0,0,0,0,0,0
2018-01-10 01:30:00+00:00,0,0,0,0,0,0
2018-01-10 02:00:00+00:00,0,0,0,0,0,0
2018-01-10 02:30:00+00:00,0,0,0,0,0,0
2018-01-10 03:00:00+00:00,0,0,0,0,0,0
2018-01-10 03:30:00+00:00,0,0,0,0,0,0
2018-01-10 04:00:00+00:00,0,5,0,0,0,5
2018-01-10 04:30:00+00:00,0,0,0,0,0,0
2018-01-10 05:00:00+00:00,0,8,0,0,0,8
2018-01-10 05:30:00+00:00,0,0,0,0,0,0
2018-01-10 06:00:00+00:00,0,2,3,0,0,5
2018-01-10 06:30:00+00:00,0,37,92,0,0,129
2018-01-10 07:00:00+00:00,0,41,18,0,0,59
2018-01-10 07:30:00+00:00,0,31,0,0,0,31
2018-01-10 08:00:00+00:00,0,18,5,0,0,23
2018-01-10 08:30:00+00:00,0,61,8,2,0,71
2018-01-10 09:00:00+00:00,0,63,14,9,0,86
2018-01-10 09:30:00+00:00,0,9,0,30,0,39
2018-01-10 10:00:00+00:00,0,15,1,5,0,21
2018-01-10 10:30:00+00:00,0,21,25,0,0,46
2018-01-10 11:00:00+00:00,0,15,5,0,0,20
2018-01-10 11:30:00+00:00,0,7,3,0,0,10
2018-01-10 12:00:00+00:00,0,4,1,0,0,5
2018-01-10 12:30:00+00:00,0,7,9,1,0,17
2018-01-10 13:00:00+00:00,0,21,1,3,0,25
2018-01-10 13:30:00+00:00,0,38,2,0,0,40
2018-01-10 14:00:00+00:00,0,91,5,46,0,142
2018-01-10 14:30:00+00:00,0,23,14,15,0,52
2018-01-10 15:00:00+00:00,0,13,5,5,0,23
2018-01-10 15:30:00+00:00,0,3,0,0,0,3
2018-01-10 16:00:00+00:00,0,8,1,1,0,10
2018-01-10 16:30:00+00:00,0,4,0,0,0,4
2018-01-10 17:00:00+00:00,0,2,0,0,0,2
2018-01-10 17:30:00+00:00,0,11,0,0,0,11
2018-01-10 18:00:00+00:00,0,0,0,0,0,0
2018-01-10 18:30:00+00:00,0,5,0,0,0,5
2018-01-10 19:00:00+00:00,0,0,0,0,0,0
2018-01-10 19:30:00+00:00,0,0,0,0,0,0
2018-01-10 20:00:00+00:00,0,0,0,0,0,0
2018-01-10 20:30:00+00:00,0,0,0,0,0,0
2018-01-10 21:00:00+00:00,0,0,0,0,0,0
2018-01-10 21:30:00+00:00,0,0,0,0,0,0
2018-01-10 22:00:00+00:00,0,0,0,0,0,0
2018-01-10 22:30:00+00:00,0,0,0,0,230,230
2018-01-10 23:00:00+00:00,0,0,0,0,0,0
2018-01-10 23:30:00+00:00,0,0,0,0,0,0
2018-01-11 00:00:00+00:00,0,0,0,0,0,0
2018-01-11 00:30:00+00:00,0,0,0,0,0,0
2018-01-11 01:00:00+00:00,0,0,0,0,0,0
2018-01-11 01:30:00+00:00,0,0,0,0,0,0
2018-01-11 02:00:00+00:00,0,0,0,0,0,0
2018-01-11 02:30:00+00:00,0,0,0,0,0,0
2018-01-11 03:00:00+00:00,0,0,0,0,0,0
2018-01-11 03:30:00+00:00,0,16,0,0,0,16
2018-01-11 04:00:00+00:00,0,0,0,0,0,0
2018-01-11 04:30:00+00:00,0,0,0,0,0,0
2018-01-11 05:00:00+00:00,0,0,0,0,0,0
2018-01-11 05:30:00+00:00,0,0,0,0,0,0
2018-01-11 06:00:00+00:00,0,0,51,0,0,51
2018-01-11 06:30:00+00:00,0,1,6,0,0,7
2018-01-11 07:00:00+00:00,0,32,7,0,0,39
2018-01-11 07:30:00+00:00,0,54,3,0,0,57
2018-01-11 08:00:00+00:00,0,8,15,0,0,23
2018-01-11 08:30:00+00:00,0,27,9,5,0,41
2018-01-11 09:00:00+00:00,0,9,2,46,0,57
2018-01-11 09:30:00+00:00,0,24,4,6,0,34
2018-01-11 10:00:00+00:00,0,2,15,4,0,21
2018-01-11 10:30:00+00:00,0,17,2,0,0,19
2018-01-11 11:00:00+00:00,0,5,0,0,0,5
2018-01-11 11:30:00+00:00,0,16,2,1,0,19
2018-01-11 12:00:00+00:00,0,55,6,4,0,65
2018-01-11 12:30:00+00:00,0,3,5,5,0,13
2018-01-11 13:00:00+00:00,0,70,0,1,0,71
2018-01-11 13:30:00+00:00,0,80,5,4,0,89
2018-01-11 14:00:00+00:00,0,16,1,24,0,41
2018-01-11 14:30:00+00:00,0,13,2,9,0,24
2018-01-11 15:00:00+00:00,0,2,16,16,0,34
2018-01-11 15:30:00+00:00,0,13,2,4,0,19
2018-01-11 16:00:00+00:00,0,1,6,4,0,11
2018-01-11 16:30:00+00:00,0,0,0,4,0,4
2018-01-11 17:00:00+00:00,0,0,11,0,0,11
2018-01-11 17:30:00+00:00,0,0,0,0,0,0
2018-01-11 18:00:00+00:00,0,0,0,0,0,0
2018-01-11 18:30:00+00:00,0,0,0,0,0,0
2018-01-11 19:00:00+00:00,0,0,0,0,0,0
2018-01-11 19:30:00+00:00,0,0,0,0,0,0
2018-01-11 20:00:00+00:00,0,0,0,0,0,0
2018-01-11 20:30:00+00:00,0,0,0,0,0,0
2018-01-11 21:00:00+00:00,0,0,0,0,0,0
2018-01-11 21:30:00+00:00,0,0,13,0,0,13
2018-01-11 22:00:00+00:00,0,0,0,0,0,0
2018-01-11 22:30:00+00:00,0,0,0,0,169,169
2018-01-11 23:00:00+00:00,0,0,0,0,0,0
2018-01-11 23:30:00+00:00,0,0,0,0,0,0
2018-01-12 00:00:00+00:00,0,0,0,0,0,0
2018-01-12 00:30:00+00:00,0,0,0,0,0,0
2018-01-12 01:00:00+00:00,0,0,0,0,0,0
2018-01-12 01:30:00+00:00,0,0,0,0,0,0
